topology,scenario,k,delay,verdict,delta_mean_pct,delta_p95_pct,delta_peak_pct,delta_overload_07,delta_overload_09,delta_disturb_pct,wins_metrics,losses_metrics,oracle_delta_mean_pct
germany50,flash_crowd,10,0,LOSS,+0.444,+5.344,+4.626,0,0,-28.857,,p95+peak,+0.462
germany50,flash_crowd,10,1,WIN,-3.243,+0.600,+4.626,0,0,-13.542,mean,peak,-3.251
germany50,flash_crowd,10,2,WIN,-3.960,+1.315,+4.626,0,0,-3.753,mean,peak,-3.976
germany50,flash_crowd,20,0,LOSS,-0.199,+6.877,+4.217,0,0,-41.341,,p95+peak,-0.199
germany50,flash_crowd,20,1,WIN,-5.284,-1.153,+4.626,0,0,-36.404,mean,peak,-5.281
germany50,flash_crowd,20,2,WIN,-7.015,+1.258,+4.626,-1,0,-34.564,mean+overload07,peak,-7.056
germany50,flash_crowd,40,0,LOSS,+0.589,+6.048,+3.760,0,0,-21.516,,p95+peak,+0.604
germany50,flash_crowd,40,1,WIN,-4.351,-3.415,+3.988,0,0,-18.222,mean+p95,peak,-4.114
germany50,flash_crowd,40,2,WIN,-6.492,-1.322,+4.284,-1,0,-23.098,mean+overload07,peak,-6.276
germany50,normal,5,0,WIN,-3.513,+4.197,+4.626,-1,0,-4.924,mean+overload07,p95+peak,-3.513
germany50,normal,5,1,TIE,-6.396,-3.523,-1.622,0,0,+5.396,mean+p95,,-6.331
germany50,normal,5,2,WIN,-6.438,-3.565,-1.622,0,0,-4.637,mean+p95,,-6.229
germany50,normal,10,0,LOSS,+0.444,+5.344,+4.626,0,0,-28.857,,p95+peak,+0.462
germany50,normal,10,1,WIN,-3.243,+0.600,+4.626,0,0,-13.542,mean,peak,-3.251
germany50,normal,10,2,WIN,-3.960,+1.315,+4.626,0,0,-3.753,mean,peak,-3.976
germany50,normal,20,0,LOSS,-0.199,+6.877,+4.217,0,0,-41.341,,p95+peak,-0.199
germany50,normal,20,1,WIN,-5.284,-1.153,+4.626,0,0,-36.404,mean,peak,-5.281
germany50,normal,20,2,WIN,-7.015,+1.258,+4.626,-1,0,-34.564,mean+overload07,peak,-7.056
germany50,normal,40,0,LOSS,+0.589,+6.048,+3.760,0,0,-21.516,,p95+peak,+0.604
germany50,normal,40,1,WIN,-4.351,-3.415,+3.988,0,0,-18.222,mean+p95,peak,-4.114
germany50,normal,40,2,WIN,-6.492,-1.322,+4.284,-1,0,-23.098,mean+overload07,peak,-6.276
germany50,ramp_up,5,0,WIN,-4.654,-0.474,+4.626,-4,0,-9.755,mean+overload07,peak,-4.654
germany50,ramp_up,5,1,WIN,-8.452,-3.594,-7.166,0,0,+1.506,mean+p95+peak,,-8.418
germany50,ramp_up,5,2,WIN,-8.498,-10.897,-7.166,0,0,-4.252,mean+p95+peak,,-8.472
germany50,ramp_up,10,0,LOSS,-1.252,+5.344,+4.626,0,0,+1.510,,p95+peak,-1.170
germany50,ramp_up,10,1,TIE,-5.041,-0.141,+4.626,-3,0,+11.370,mean+overload07,peak,-5.035
germany50,ramp_up,10,2,TIE,-5.572,-1.560,+0.668,-1,0,+19.177,mean+overload07,,-5.568
germany50,ramp_up,20,0,LOSS,-1.385,+6.866,+4.217,0,0,-56.697,,p95+peak,-1.380
germany50,ramp_up,20,1,WIN,-6.071,-1.732,+4.568,-4,0,-51.078,mean+overload07,peak,-6.100
germany50,ramp_up,20,2,WIN,-6.368,-3.064,-2.419,-1,0,-51.042,mean+p95+peak+overload07,,-6.449
germany50,ramp_up,40,0,LOSS,-0.421,+6.048,+3.760,0,0,-22.640,,p95+peak,-0.402
germany50,ramp_up,40,1,WIN,-5.740,-8.060,+3.988,-4,0,-24.553,mean+p95+overload07,peak,-5.675
germany50,ramp_up,40,2,WIN,-6.699,-10.013,-2.098,-3,0,-26.894,mean+p95+peak+overload07,,-6.585
germany50,spike_2x,5,0,WIN,-3.067,+4.197,+4.626,-1,0,-16.882,mean+overload07,p95+peak,-3.067
germany50,spike_2x,5,1,WIN,-6.216,-3.523,-1.622,0,0,-2.011,mean+p95,,-6.120
germany50,spike_2x,5,2,WIN,-6.758,-3.565,-1.622,0,0,-11.852,mean+p95,,-6.522
germany50,spike_2x,10,0,LOSS,+0.189,+5.344,+4.626,0,0,-32.244,,p95+peak,+0.233
germany50,spike_2x,10,1,WIN,-3.401,+0.600,+4.626,0,0,-24.783,mean,peak,-3.385
germany50,spike_2x,10,2,WIN,-4.213,+1.315,+4.626,0,0,-8.018,mean,peak,-4.204
germany50,spike_2x,20,0,LOSS,-0.189,+6.877,+4.217,0,0,-49.418,,p95+peak,-0.189
germany50,spike_2x,20,1,WIN,-5.363,-1.153,+4.626,0,0,-44.938,mean,peak,-5.361
germany50,spike_2x,20,2,WIN,-6.939,+1.258,+4.626,-1,0,-44.352,mean+overload07,peak,-6.978
germany50,spike_2x,40,0,LOSS,+0.555,+6.048,+3.760,0,0,-21.523,,p95+peak,+0.572
germany50,spike_2x,40,1,WIN,-4.430,-3.415,+3.988,0,0,-19.926,mean+p95,peak,-4.203
germany50,spike_2x,40,2,WIN,-6.591,-1.322,+4.284,-1,0,-20.379,mean+overload07,peak,-6.384
sprintlink,flash_crowd,5,0,WIN,-7.098,-6.357,-10.126,6,5,-90.592,mean+p95+peak,overload07+overload09,-7.085
sprintlink,flash_crowd,5,1,WIN,-7.193,-6.859,-8.139,-3,1,-90.592,mean+p95+peak+overload07,overload09,-7.197
sprintlink,flash_crowd,5,2,WIN,-7.229,-6.258,-9.707,4,4,-90.592,mean+p95+peak,overload07+overload09,-7.218
sprintlink,flash_crowd,10,0,WIN,-12.035,-10.028,-12.351,-3,0,-72.154,mean+p95+peak+overload07,,-12.065
sprintlink,flash_crowd,10,1,WIN,-12.111,-10.048,-11.347,-4,-1,-72.648,mean+p95+peak+overload07+overload09,,-12.132
sprintlink,flash_crowd,10,2,WIN,-12.110,-11.619,-8.858,-11,-2,-73.143,mean+p95+peak+overload07+overload09,,-12.181
sprintlink,flash_crowd,20,0,WIN,-15.311,-18.789,-18.733,10,3,-60.562,mean+p95+peak,overload07+overload09,-15.334
sprintlink,flash_crowd,20,1,WIN,-14.995,-19.316,-17.963,8,2,-61.085,mean+p95+peak,overload07+overload09,-15.157
sprintlink,flash_crowd,20,2,WIN,-14.897,-18.348,-19.044,14,4,-60.084,mean+p95+peak,overload07+overload09,-14.914
sprintlink,flash_crowd,40,0,WIN,-15.024,-16.621,-15.614,6,-1,-40.171,mean+p95+peak+overload09,overload07,-15.039
sprintlink,flash_crowd,40,1,WIN,-14.538,-15.033,-16.278,4,-1,-39.427,mean+p95+peak+overload09,overload07,-14.703
sprintlink,flash_crowd,40,2,WIN,-14.354,-15.992,-13.095,4,-2,-37.084,mean+p95+peak+overload09,overload07,-14.625
sprintlink,normal,5,0,WIN,-7.098,-6.357,-10.126,6,5,-90.108,mean+p95+peak,overload07+overload09,-7.085
sprintlink,normal,5,1,WIN,-7.193,-6.859,-8.139,-3,1,-90.108,mean+p95+peak+overload07,overload09,-7.197
sprintlink,normal,5,2,WIN,-7.229,-6.258,-9.707,4,4,-90.108,mean+p95+peak,overload07+overload09,-7.218
sprintlink,normal,10,0,WIN,-11.977,-10.028,-12.351,-3,0,-72.113,mean+p95+peak+overload07,,-12.007
sprintlink,normal,10,1,WIN,-12.052,-10.048,-11.347,-4,-1,-72.608,mean+p95+peak+overload07+overload09,,-12.089
sprintlink,normal,10,2,WIN,-12.053,-11.619,-8.858,-11,-2,-73.103,mean+p95+peak+overload07+overload09,,-12.124
sprintlink,normal,20,0,WIN,-15.390,-18.789,-18.733,10,3,-61.876,mean+p95+peak,overload07+overload09,-15.413
sprintlink,normal,20,1,WIN,-15.068,-19.316,-17.963,8,2,-62.344,mean+p95+peak,overload07+overload09,-15.236
sprintlink,normal,20,2,WIN,-14.968,-18.348,-19.044,14,4,-61.361,mean+p95+peak,overload07+overload09,-14.984
sprintlink,normal,40,0,WIN,-15.024,-16.621,-15.614,6,-1,-41.201,mean+p95+peak+overload09,overload07,-15.039
sprintlink,normal,40,1,WIN,-14.538,-15.033,-16.278,4,-1,-39.617,mean+p95+peak+overload09,overload07,-14.703
sprintlink,normal,40,2,WIN,-14.354,-15.992,-13.095,4,-2,-38.337,mean+p95+peak+overload09,overload07,-14.625
sprintlink,ramp_up,5,0,WIN,-8.251,-6.948,-10.126,0,1,-95.503,mean+p95+peak,overload09,-8.239
sprintlink,ramp_up,5,1,WIN,-8.496,-7.561,-8.139,0,-1,-95.503,mean+p95+peak+overload09,,-8.499
sprintlink,ramp_up,5,2,WIN,-8.570,-6.995,-9.707,0,-1,-95.503,mean+p95+peak+overload09,,-8.577
sprintlink,ramp_up,10,0,WIN,-10.800,-11.037,-12.351,0,2,-69.603,mean+p95+peak,overload09,-10.827
sprintlink,ramp_up,10,1,WIN,-10.712,-10.888,-11.347,0,2,-70.265,mean+p95+peak,overload09,-10.747
sprintlink,ramp_up,10,2,WIN,-10.665,-10.594,-9.343,0,-2,-69.653,mean+p95+peak+overload09,,-10.729
sprintlink,ramp_up,20,0,WIN,-14.314,-17.812,-18.733,0,9,-73.261,mean+p95+peak,overload09,-14.372
sprintlink,ramp_up,20,1,WIN,-14.114,-17.078,-15.397,0,4,-73.457,mean+p95+peak,overload09,-14.276
sprintlink,ramp_up,20,2,WIN,-13.968,-15.370,-13.677,0,1,-70.712,mean+p95+peak,overload09,-14.059
sprintlink,ramp_up,40,0,WIN,-15.169,-17.297,-16.884,0,4,-59.612,mean+p95+peak,overload09,-15.283
sprintlink,ramp_up,40,1,WIN,-14.878,-17.545,-14.399,0,-2,-58.559,mean+p95+peak+overload09,,-15.050
sprintlink,ramp_up,40,2,WIN,-14.822,-15.525,-11.763,0,-8,-59.526,mean+p95+peak+overload09,,-14.969
sprintlink,spike_2x,5,0,WIN,-7.093,-7.455,-6.337,-1,0,-89.231,mean+p95+peak+overload07,,-7.080
sprintlink,spike_2x,5,1,WIN,-7.165,-6.711,-5.791,-2,0,-89.231,mean+p95+peak+overload07,,-7.169
sprintlink,spike_2x,5,2,WIN,-7.200,-7.322,-5.791,-3,1,-89.231,mean+p95+peak+overload07,overload09,-7.189
sprintlink,spike_2x,10,0,WIN,-11.786,-10.496,-10.221,-4,2,-74.022,mean+p95+peak+overload07,overload09,-11.816
sprintlink,spike_2x,10,1,WIN,-11.860,-9.581,-9.355,-2,0,-74.484,mean+p95+peak+overload07,,-11.897
sprintlink,spike_2x,10,2,WIN,-11.861,-9.167,-10.441,-3,0,-74.946,mean+p95+peak+overload07,,-11.931
sprintlink,spike_2x,20,0,WIN,-15.100,-15.272,-15.965,1,-1,-60.440,mean+p95+peak+overload09,overload07,-15.123
sprintlink,spike_2x,20,1,WIN,-14.779,-15.124,-16.970,4,-2,-62.029,mean+p95+peak+overload09,overload07,-14.953
sprintlink,spike_2x,20,2,WIN,-14.694,-15.302,-15.691,4,-2,-60.443,mean+p95+peak+overload09,overload07,-14.711
sprintlink,spike_2x,40,0,WIN,-15.380,-17.734,-17.921,5,1,-44.924,mean+p95+peak,overload07+overload09,-15.394
sprintlink,spike_2x,40,1,WIN,-14.878,-17.031,-17.650,5,3,-42.097,mean+p95+peak,overload07+overload09,-15.060
sprintlink,spike_2x,40,2,WIN,-14.723,-16.096,-17.977,4,0,-42.700,mean+p95+peak,overload07,-15.023
tiscali,flash_crowd,5,0,TIE,-0.346,-0.164,+0.000,0,0,-49.387,,,-0.346
tiscali,flash_crowd,5,1,LOSS,-0.498,-1.483,-0.033,0,1,-43.281,,overload09,-0.498
tiscali,flash_crowd,5,2,TIE,-0.553,-1.515,+0.000,0,0,-48.185,,,-0.553
tiscali,flash_crowd,10,0,TIE,+0.006,+0.000,+0.000,0,0,-67.179,,,+0.006
tiscali,flash_crowd,10,1,TIE,-0.053,+0.000,+0.000,0,0,-68.652,,,-0.053
tiscali,flash_crowd,10,2,TIE,-0.060,-0.472,+0.000,0,0,-68.369,,,-0.060
tiscali,flash_crowd,20,0,LOSS,+0.217,+0.000,+0.000,2,0,-57.767,,overload07,+0.217
tiscali,flash_crowd,20,1,TIE,+0.093,+0.000,+0.000,0,0,-57.079,,,+0.093
tiscali,flash_crowd,20,2,WIN,+0.110,+0.000,+0.000,-1,0,-56.355,overload07,,+0.110
tiscali,flash_crowd,40,0,LOSS,+0.976,+0.000,+0.000,3,0,-56.391,,overload07,+0.976
tiscali,flash_crowd,40,1,LOSS,+0.731,+0.000,+0.000,2,0,-55.991,,overload07,+0.731
tiscali,flash_crowd,40,2,LOSS,+0.773,+0.000,+0.000,2,1,-55.283,,overload07+overload09,+0.773
tiscali,normal,5,0,TIE,-0.183,-0.164,+0.000,0,0,-53.585,,,-0.183
tiscali,normal,5,1,LOSS,-0.387,-1.483,-0.033,0,1,-49.243,,overload09,-0.387
tiscali,normal,5,2,TIE,-0.332,-1.515,+0.000,0,0,-52.317,,,-0.332
tiscali,normal,10,0,TIE,+0.006,+0.000,+0.000,0,0,-69.018,,,+0.006
tiscali,normal,10,1,TIE,-0.040,+0.000,+0.000,0,0,-70.593,,,-0.040
tiscali,normal,10,2,TIE,-0.061,-0.472,+0.000,0,0,-69.794,,,-0.061
tiscali,normal,20,0,LOSS,+0.217,+0.000,+0.000,2,0,-56.647,,overload07,+0.217
tiscali,normal,20,1,TIE,+0.093,+0.000,+0.000,0,0,-56.203,,,+0.093
tiscali,normal,20,2,WIN,+0.110,+0.000,+0.000,-1,0,-55.611,overload07,,+0.110
tiscali,normal,40,0,LOSS,+0.976,+0.000,+0.000,3,0,-55.544,,overload07,+0.976
tiscali,normal,40,1,LOSS,+0.748,+0.000,+0.000,2,0,-55.685,,overload07,+0.748
tiscali,normal,40,2,LOSS,+0.746,+0.000,+0.000,2,1,-54.519,,overload07+overload09,+0.746
tiscali,ramp_up,5,0,WIN,-0.722,-0.164,+0.000,-2,0,-46.245,overload07,,-0.722
tiscali,ramp_up,5,1,WIN,-0.869,-1.483,-0.033,-1,1,-43.249,overload07,overload09,-0.869
tiscali,ramp_up,5,2,WIN,-0.842,-1.515,+0.000,-1,0,-42.894,overload07,,-0.842
tiscali,ramp_up,10,0,TIE,-0.112,+0.000,+0.000,0,0,-57.358,,,-0.112
tiscali,ramp_up,10,1,WIN,-0.277,+0.000,+0.000,-1,0,-52.735,overload07,,-0.277
tiscali,ramp_up,10,2,TIE,-0.152,-0.472,+0.000,0,0,-49.173,,,-0.152
tiscali,ramp_up,20,0,TIE,+0.057,+0.000,+0.000,0,0,-42.636,,,+0.057
tiscali,ramp_up,20,1,WIN,-0.223,+0.000,+0.000,-1,0,-38.774,overload07,,-0.223
tiscali,ramp_up,20,2,WIN,-0.248,+0.000,+0.000,-1,0,-35.581,overload07,,-0.248
tiscali,ramp_up,40,0,LOSS,+0.886,+0.000,+0.000,3,0,-51.190,,overload07,+0.886
tiscali,ramp_up,40,1,LOSS,+0.484,+0.000,+0.000,1,0,-53.224,,overload07,+0.484
tiscali,ramp_up,40,2,TIE,+0.436,+0.000,+0.000,0,0,-52.435,,,+0.436
tiscali,spike_2x,5,0,WIN,-0.824,-0.495,+0.000,0,-2,-57.461,overload09,,-0.824
tiscali,spike_2x,5,1,WIN,-0.896,-1.483,-0.033,0,-1,-49.531,overload09,,-0.896
tiscali,spike_2x,5,2,WIN,-0.929,-1.515,+0.000,0,-1,-52.030,overload09,,-0.929
tiscali,spike_2x,10,0,TIE,+0.006,+0.000,+0.000,0,0,-67.701,,,+0.006
tiscali,spike_2x,10,1,TIE,-0.041,+0.000,+0.000,0,0,-69.405,,,-0.041
tiscali,spike_2x,10,2,TIE,-0.069,-0.767,+0.000,0,0,-69.676,,,-0.069
tiscali,spike_2x,20,0,LOSS,+0.217,+0.000,+0.000,2,0,-56.299,,overload07,+0.217
tiscali,spike_2x,20,1,TIE,+0.078,+0.000,+0.000,0,0,-56.106,,,+0.078
tiscali,spike_2x,20,2,WIN,+0.082,+0.000,+0.000,-1,0,-56.762,overload07,,+0.082
tiscali,spike_2x,40,0,LOSS,+0.976,+0.000,+0.000,3,0,-56.956,,overload07,+0.976
tiscali,spike_2x,40,1,WIN,+0.651,+0.000,+0.000,2,-1,-56.799,overload09,overload07,+0.651
tiscali,spike_2x,40,2,WIN,+0.437,-1.422,-2.648,6,4,-55.043,peak,overload07+overload09,+0.437
vtlwavenet2011,flash_crowd,5,0,WIN,+0.493,+0.785,+0.430,-1,1,-88.939,overload07,overload09,+0.493
vtlwavenet2011,flash_crowd,5,1,WIN,+0.470,+0.906,+0.465,-1,0,-88.939,overload07,,+0.470
vtlwavenet2011,flash_crowd,5,2,WIN,+0.460,+0.940,+0.465,-1,0,-88.939,overload07,,+0.460
vtlwavenet2011,flash_crowd,10,0,WIN,+0.708,+0.984,+0.796,-1,0,-84.714,overload07,,+0.708
vtlwavenet2011,flash_crowd,10,1,LOSS,+0.679,+1.114,+0.883,0,1,-84.413,,overload09,+0.679
vtlwavenet2011,flash_crowd,10,2,WIN,+0.680,+1.173,+0.883,-1,1,-84.413,overload07,overload09,+0.674
vtlwavenet2011,flash_crowd,20,0,WIN,+0.680,+0.820,+0.507,-1,0,-87.368,overload07,,+0.680
vtlwavenet2011,flash_crowd,20,1,WIN,+0.603,+0.886,+0.576,-1,0,-87.881,overload07,,+0.610
vtlwavenet2011,flash_crowd,20,2,WIN,+0.599,+0.962,+0.576,-1,0,-87.870,overload07,,+0.613
vtlwavenet2011,flash_crowd,40,0,WIN,+0.387,+0.952,+0.473,-1,0,-85.834,overload07,,+0.386
vtlwavenet2011,flash_crowd,40,1,WIN,+0.262,+0.516,+0.666,-1,0,-85.702,overload07,,+0.256
vtlwavenet2011,flash_crowd,40,2,WIN,+0.244,+0.570,+0.671,-1,0,-85.980,overload07,,+0.237
vtlwavenet2011,normal,5,0,WIN,+0.493,+0.785,+0.430,-1,1,-88.940,overload07,overload09,+0.493
vtlwavenet2011,normal,5,1,WIN,+0.470,+0.906,+0.465,-1,0,-88.940,overload07,,+0.470
vtlwavenet2011,normal,5,2,WIN,+0.460,+0.940,+0.465,-1,0,-88.940,overload07,,+0.460
vtlwavenet2011,normal,10,0,WIN,+0.708,+0.984,+0.796,-1,0,-84.714,overload07,,+0.708
vtlwavenet2011,normal,10,1,LOSS,+0.679,+1.114,+0.883,0,1,-84.413,,overload09,+0.679
vtlwavenet2011,normal,10,2,WIN,+0.680,+1.173,+0.883,-1,1,-84.413,overload07,overload09,+0.674
vtlwavenet2011,normal,20,0,WIN,+0.683,+0.820,+0.507,-1,0,-87.475,overload07,,+0.683
vtlwavenet2011,normal,20,1,WIN,+0.610,+0.886,+0.576,-1,0,-87.983,overload07,,+0.617
vtlwavenet2011,normal,20,2,WIN,+0.607,+0.962,+0.576,-1,0,-87.972,overload07,,+0.620
vtlwavenet2011,normal,40,0,WIN,+0.397,+0.952,+0.473,-1,0,-85.832,overload07,,+0.397
vtlwavenet2011,normal,40,1,WIN,+0.272,+0.516,+0.666,-1,0,-85.699,overload07,,+0.266
vtlwavenet2011,normal,40,2,WIN,+0.250,+0.570,+0.671,-1,0,-85.977,overload07,,+0.243
vtlwavenet2011,ramp_up,5,0,WIN,+0.398,+0.785,+0.430,-1,1,-41.916,overload07,overload09,+0.411
vtlwavenet2011,ramp_up,5,1,TIE,+0.391,+0.906,+0.465,0,0,-41.916,,,+0.414
vtlwavenet2011,ramp_up,5,2,TIE,+0.373,+0.951,+0.465,0,0,-41.916,,,+0.386
vtlwavenet2011,ramp_up,10,0,TIE,+0.873,+0.984,+0.796,0,0,-68.993,,,+0.873
vtlwavenet2011,ramp_up,10,1,TIE,+0.868,+1.114,+0.883,0,0,-69.446,,,+0.868
vtlwavenet2011,ramp_up,10,2,TIE,+0.875,+1.184,+0.883,0,0,-67.294,,,+0.875
vtlwavenet2011,ramp_up,20,0,LOSS,+0.950,+0.820,+0.507,0,1,-87.113,,overload09,+0.954
vtlwavenet2011,ramp_up,20,1,TIE,+0.926,+0.886,+0.576,0,0,-87.495,,,+0.941
vtlwavenet2011,ramp_up,20,2,LOSS,+0.937,+0.973,+0.576,1,0,-87.293,,overload07,+0.948
vtlwavenet2011,ramp_up,40,0,LOSS,+0.729,+0.952,+0.473,0,1,-88.528,,overload09,+0.733
vtlwavenet2011,ramp_up,40,1,TIE,+0.654,+0.516,+0.666,0,0,-88.257,,,+0.660
vtlwavenet2011,ramp_up,40,2,TIE,+0.667,+0.580,+0.671,0,0,-88.471,,,+0.669
vtlwavenet2011,spike_2x,5,0,WIN,+0.300,+0.785,+0.430,-1,0,-84.679,overload07,,+0.300
vtlwavenet2011,spike_2x,5,1,WIN,+0.295,+0.967,+0.465,-1,0,-84.679,overload07,,+0.295
vtlwavenet2011,spike_2x,5,2,WIN,+0.304,+1.173,+0.465,-1,0,-84.679,overload07,,+0.304
vtlwavenet2011,spike_2x,10,0,WIN,+0.630,+0.984,+0.796,-1,0,-84.946,overload07,,+0.630
vtlwavenet2011,spike_2x,10,1,WIN,+0.605,+1.114,+0.883,0,-1,-84.649,overload09,,+0.605
vtlwavenet2011,spike_2x,10,2,WIN,+0.617,+1.405,+0.883,-1,0,-84.649,overload07,,+0.611
vtlwavenet2011,spike_2x,20,0,WIN,+0.683,+0.820,+0.507,-1,0,-87.340,overload07,,+0.683
vtlwavenet2011,spike_2x,20,1,WIN,+0.624,+0.886,+0.576,-1,0,-87.854,overload07,,+0.631
vtlwavenet2011,spike_2x,20,2,WIN,+0.606,+0.958,+0.576,-1,0,-87.843,overload07,,+0.619
vtlwavenet2011,spike_2x,40,0,WIN,+0.441,+0.952,+0.473,-1,0,-85.784,overload07,,+0.441
vtlwavenet2011,spike_2x,40,1,WIN,+0.318,+0.516,+0.666,-1,0,-85.651,overload07,,+0.312
vtlwavenet2011,spike_2x,40,2,WIN,+0.291,+0.567,+0.671,-1,0,-85.930,overload07,,+0.284
